@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'mirror-JJ tahan-JJ jatuh-VBI puluh-CDP tidak-NEG rusak-JJ tangguh-JJ ',OPPO,UNCATEGORIZED
'suka-VBI tidak-NEG ',OPPO,UNCATEGORIZED
'beli-VBT butuh-VBT bagus-IN ',OPPO,UNCATEGORIZED
'suka-VBI banting-VBI jatuh-VBI kece-JJ tidak-NEG norak-JJ ',OPPO,UNCATEGORIZED
'best-JJ xiaomi-SYM jbl-CDP jugak-RB ',XIAOMI,UNCATEGORIZED
'ok-JJ xiaomikalu-SYM suka-VBI bli-NNP ',XIAOMI,UNCATEGORIZED
'hp-NNP xiaomi-SYM redmi-JJ bagus-IN tidak-NEG ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'pas-JJ xiaomi-SYM murah-JJ gagah-JJ kuat-JJ mantap-JJ ',XIAOMI,UNCATEGORIZED
'yaoisweet-VBT ytl-FW rl-NNP xiaomi-SYM redmi-JJ suka-VBI tidak-NEG ',XIAOMI,UNCATEGORIZED
'ytl-FW rl-NNP xiaomi-SYM redmi-JJ suka-VBI tidak-NEG ',XIAOMI,UNCATEGORIZED
'porno-JJ mantap-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'tinggi-JJ bagus-IN xiaomiasus-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'earphone-NNP xiaomi-SYM berbaloi-VBT soso-NNP ',XIAOMI,UNCATEGORIZED
'anti-JJ xiaomi-SYM ya-UH ',XIAOMI,UNCATEGORIZED
'keren-JJ tidak-NEG xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM bagus-IN jadi-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'cepat-JJ xiaomi-SYM xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'bro-FW xiaomi-SYM gede-JJ sd-IN ',XIAOMI,UNCATEGORIZED
'hp-NNP xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'thnya-FW qimicase-NNP keren-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM hadir-VBI ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM main-VBI suka-VBI lambat-JJ ',XIAOMI,UNCATEGORIZED
'untung-IN dapat-MD suka-VBI ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-IN murah-JJ tidak-NEG murah-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'bagus-WP xiaomioppo-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'suka-VBI player-FW xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'spesial-JJ team-RB xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomiane-SYM xiaomi-SYM dioprek-VBT xiaomi-SYM tidak-NEG ut-JJ suka-VBI sm-IN dixiaomi-VBT ',XIAOMI,UNCATEGORIZED
'tuju-CDP xiaomi-SYM guna-SC suka-VBI banget-JJ xiamomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM luncur-JJ tujuh-CDP keren-JJ ',XIAOMI,UNCATEGORIZED
'fis-FW xiaomi-SYM rusak-JJ susah-JJ banget-JJ dibenerinnya-VBT ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM inci-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ muncul-VBT suka-VBI ',XIAOMI,UNCATEGORIZED
'terima-VBT xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'yaoisweet-VBT ytl-FW xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'ytl-NNP xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'suka-VBI suka-VBI samsung-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'bagus-NN oppo-JJ xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'tidak-NEG kepikitan-IN beli-VBT xiaomi-SYM xiaomi-SYM keren-JJ ',XIAOMI,UNCATEGORIZED
'murah-JJ bagus-IN kayk-JJ xiaomimeizusm-SYM wiko-FW ',XIAOMI,UNCATEGORIZED
'bagus-IN gede-JJ gede-JJ awet-JJ make-SC xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'tidak-NEG bagus-NN xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM ih-JJ bilang-SC unemnya-VBT bagus-NN ',XIAOMI,UNCATEGORIZED
'suka-VBI review-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM rusak-JJ betulin-VBI tidak-NEG iya-NNP ',XIAOMI,UNCATEGORIZED
'bagus-IN xiaomi-SYM profesional-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI review-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'a-FW xiaomi-SYM reno-RB bagus-IN ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN ',XIAOMI,UNCATEGORIZED
'suka-VBI nice-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomiini-SYM resmi-JJ ',XIAOMI,UNCATEGORIZED
'murah-JJ bagus-IN xiaomi-SYM samsung-VBT ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM profesional-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ cm-NNP ',XIAOMI,UNCATEGORIZED
'murah-JJ lengkap-JJ bagus-IN ',XIAOMI,UNCATEGORIZED
'bagus-IN xiaomi-SYM xiao-SYM juta-CDP ',XIAOMI,UNCATEGORIZED
'camera-JJ xiaomi-SYM bagus-IN yak-VBT at-IN ',XIAOMI,UNCATEGORIZED
'suka-VBI hp-NNP xiaomi-SYM pro-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ cm-NNP ',XIAOMI,UNCATEGORIZED
'beli-VBT cepat-JJ rusak-JJ tau-VBT beli-VBT xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM mie-CDP jatuh-VBI ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'sih-JJ xiaomi-SYM jt-CDP walopun-CC tidak-NEG suka-VBI merknya-VBT mewah-JJ sonya-NNP ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ atauringkih-CC ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'katabijak-VBT jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI jap-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'keren-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'bekal-VBI ag-IN xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'serius-JJ hape-RB xiaomi-SYM bagus-IN kah-NNP samsung-JJ bagus-IN beli-VBT ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM third-FW ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM tampil-VBT putih-JJ ',XIAOMI,UNCATEGORIZED
'lihat-VBT keren-JJ favorit-JJ menangin-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'rusak-JJ tidak-NEG xiaomi-SYM nya-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI kuat-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM mudah-JJ china-NNP ',XIAOMI,UNCATEGORIZED
'keren-JJ xiaomi-SYM tangguh-JJ ',XIAOMI,UNCATEGORIZED
'coba-UH xiaomi-SYM kayak-JJ bagus-IN ',XIAOMI,UNCATEGORIZED
'iya-NNP xiaomi-SYM jelek-JJ ',XIAOMI,UNCATEGORIZED
'tidak-NEG kh-JJ anwar-IN baru-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI review-JJ xiaomi-SYM terus-RB sempurna-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI review-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'bagus-IN kuat-JJ pengin-VBI nyoba-JJ xiaomi-SYM resmi-JJ baru-JJ ',XIAOMI,UNCATEGORIZED
'samsung-JJ xiaomi-SYM bagus-IN xiaomi-SYM samsung-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM kuat-JJ ringkih-JJ jatuh-VBI ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM kuat-JJ ringkih-JJ jatuh-VBI ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM public-FW one-FW suka-VBI ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM is-FW retak-JJ kosong-JJ mantap-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM xiaomi-SYM ag-IN xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI tinggi-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM kuat-JJ ringkih-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-IN tidak-NEG awet-JJ ',XIAOMI,UNCATEGORIZED
'hp-NNP xiaomi-SYM rusak-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM mini-JJ jegal-VBT mini-JJ ',XIAOMI,UNCATEGORIZED
'om-FW xiaomi-SYM profesional-JJ bagus-IN tidak-NEG ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'mantap-JJ thnya-FW nya-JJ xiaomi-SYM fans-FW ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ terang-JJ ',XIAOMI,UNCATEGORIZED
'julia-NNP atas-IN sakit-JJ ',XIAOMI,UNCATEGORIZED
'julia-NNP atas-IN sakit-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI cinta-FW xiaomi-SYM tetep-CC tidak-NEG on-FW xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI smartphone-RB xiaomi-SYM asli-JJ palsu-RB ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM jujur-JJ ',XIAOMI,UNCATEGORIZED
'tidak-NEG hilang-VBI clear-NNP masuk-VBT off-FW xiaomi-SYM tahan-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI memperhatikani-VBT kh-JJ anwar-IN baru-JJ ',XIAOMI,UNCATEGORIZED
'iyasih-NNG xiaomi-SYM bagus-IN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM mia-CDP cocok-JJ suka-VBI selfie-IN milik-VBT pada-IN ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'buruk-JJ xiaomi-SYM murah-JJ murah-JJ tahan-JJ ',XIAOMI,UNCATEGORIZED
'tidak-NEG xiaomi-SYM in-FW profesional-JJ xear-SYM bagus-IN segitu-RB ya-UH ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM suka-VBI black-FW ',XIAOMI,UNCATEGORIZED
'mung-RB bekal-VBI rmp-NNP smp-IN tidak-NEG ambil-FW xiaomi-SYM nek-JJ rusak-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI iya-NNP xiaomi-SYM bagus-IN tunggu-VBT ',XIAOMI,UNCATEGORIZED
'bagus-IN menang-VBT xiaomi-SYM lihat-VBT ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-IN bleh-NNP bleh-NNP sharing-SC hahah-VBI ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM hands-RB on-FW ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI menang-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'hape-VBI xiaomi-SYM bagus-NN iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM keren-JJ ',XIAOMI,UNCATEGORIZED
'samsung-JJ xiaomi-SYM bagus-NN ',XIAOMI,UNCATEGORIZED
'suka-VBI menang-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'keren-JJ anti-JJ mainstream-UH xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI menang-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM banting-VBI rusak-JJ tidak-NEG iya-NNP ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM bagus-IN bagus-NN tidak-NEG rjtaan-NNP ',XIAOMI,UNCATEGORIZED
'statusbar-NNP xiaomi-SYM ubah-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'jakarta-NNP xiaomi-SYM bagus-IN tidak-NEG cepat-JJ lobet-NNP ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM hitam-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM keren-JJ rekomendasi-NNG admin-FW ',XIAOMI,UNCATEGORIZED
'suka-VBI hp-NNP xiaomi-SYM murah-JJ rahasia-JJ ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM keren-JJ ',XIAOMI,UNCATEGORIZED
'keren-JJ xiaomi-SYM rugi-JJ tidak-NEG ',XIAOMI,UNCATEGORIZED
'hp-FW xiaomi-SYM murah-JJ bagus-NN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ beli-VBT keren-JJ mini-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM miai-CDP xiaomiid-SYM ',XIAOMI,UNCATEGORIZED
'parah-JJ hp-NNP xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI tinggi-JJ xiaomi-SYM langsung-JJ retak-JJ ',XIAOMI,UNCATEGORIZED
'jatuh-VBI tinggi-JJ xiaomi-SYM langsung-JJ retak-JJ ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM jujur-JJ ',XIAOMI,UNCATEGORIZED
'rilis-JJ ',XIAOMI,UNCATEGORIZED
'murah-JJ juta-CDP canggih-JJ tidak-NEG xiaomi-SYM keren-JJ positif-JJ ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI retak-JJ ribu-CDP ',XIAOMI,UNCATEGORIZED
'malaysia-NNP tech-IN jatuh-VBI xiaomi-SYM tahan-JJ ',XIAOMI,UNCATEGORIZED
'parah-JJ ',XIAOMI,UNCATEGORIZED
'nya-JJ bagus-IN xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'dual-CDP xplay-SYM xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jugak-RB year-FW ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM baru-JJ bagus-IN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ mantap-JJ rit-NNP ',XIAOMI,UNCATEGORIZED
'jatuh-VBI xiaomi-SYM tahan-JJ ',XIAOMI,UNCATEGORIZED
'x-SYM tantang-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM profesional-JJ beli-VBT keren-JJ ',XIAOMI,UNCATEGORIZED
'id-NNP xiaomi-SYM profesional-JJ serial-JJ yaa-JJ bagus-WP xiaomi-SYM profesional-JJ ',XIAOMI,UNCATEGORIZED
'bagus-WP xiaomi-SYM charge-FW pulak-RB ',XIAOMI,UNCATEGORIZED
'bagus-WP xioami-SYM profesional-JJ lihat-VBT lengkap-JJ ',XIAOMI,UNCATEGORIZED
'',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM hands-RB on-FW ',XIAOMI,UNCATEGORIZED
'agan-IN bagus-WP xiaomi-SYM xiaomi-SYM profesional-JJ segi-RB ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM iya-NNP ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM murah-JJ milik-VBT bagus-IN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM bagus-NN ',XIAOMI,UNCATEGORIZED
'keren-JJ xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'bagus-WP xiaomi-SYM nid-JJ irit-JJ lahh-VBI ',XIAOMI,UNCATEGORIZED
'beli-VBT xiaomi-SYM ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM hands-RB on-FW ',XIAOMI,UNCATEGORIZED
'suka-VBI xiaomi-SYM hands-RB on-FW ',XIAOMI,UNCATEGORIZED
'oppa-JJ mau-CC xiaomi-SYM yek-FW bagus-IN ',XIAOMI,UNCATEGORIZED
'xiaomi-SYM jatuh-VBI pecah-VBI sentuh-VBT ',XIAOMI,UNCATEGORIZED
'murah-JJ bagus-IN cantik-JJ xiaomi-SYM m-SC positif-JJ ',XIAOMI,UNCATEGORIZED
'terbaiktahan-RB banting-VBI ',LENOVO,UNCATEGORIZED
'suka-VBI taknak-NEG iphone-NNP ',LENOVO,UNCATEGORIZED
'hahahha-VBI ',LENOVO,UNCATEGORIZED
'tinggal-VBI riak-NNP lenovo-VBI ',LENOVO,UNCATEGORIZED
'tangguh-JJ gf-FW a-FW ',LENOVO,UNCATEGORIZED
'xiaomi-SYM ',LENOVO,UNCATEGORIZED
'porno-JJ mantap-JJ handphone-RB rp-NNP juta-CDP ',LENOVO,UNCATEGORIZED
'beli-VBT keren-JJ ',LENOVO,UNCATEGORIZED
'hm-NNP suka-VBI hahhaha-VBI ',LENOVO,UNCATEGORIZED
'keren-JJ coba-JJ lihat-VBT ',LENOVO,UNCATEGORIZED
'yoga-NNP keren-JJ ',LENOVO,UNCATEGORIZED
'habis-VBI ',LENOVO,UNCATEGORIZED
'manual-JJ jek-JJ ',LENOVO,UNCATEGORIZED
'suka-VBI yoga-NNP ',LENOVO,UNCATEGORIZED
'keren-JJ ',LENOVO,UNCATEGORIZED
'teruk-JJ ',LENOVO,UNCATEGORIZED
'suka-VBI yoga-NNP ',LENOVO,UNCATEGORIZED
'dengar-VBT main-VBI ',LENOVO,UNCATEGORIZED
'jatuh-VBI ',LENOVO,UNCATEGORIZED
'keren-JJ lengkap-JJ canggih-JJ tinggi-JJ ',LENOVO,UNCATEGORIZED
'bagus-IN xiaomi-SYM profesional-JJ ',LENOVO,UNCATEGORIZED
'jer-JJ ',LENOVO,UNCATEGORIZED
'tangguh-JJ gf-FW a-FW ',LENOVO,UNCATEGORIZED
'profesional-JJ ',LENOVO,UNCATEGORIZED
'bagus-NN iya-NNP ',LENOVO,UNCATEGORIZED
'murah-JJ bagus-IN xiaomi-SYM samsung-VBT ',LENOVO,UNCATEGORIZED
'murah-JJ bagus-IN xiaomi-SYM samsung-VBT ',LENOVO,UNCATEGORIZED
'terima-VBT ',LENOVO,UNCATEGORIZED
'main-VBI cpt-NNP pnas-NNP then-FW ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'yoi-NNP jelek-JJ bening-JJ ',LENOVO,UNCATEGORIZED
'tangguh-JJ gf-FW a-FW ',LENOVO,UNCATEGORIZED
'kameradllnyasuwun-PRP ',LENOVO,UNCATEGORIZED
'tinggi-JJ antutu-IN ',LENOVO,UNCATEGORIZED
'keren-JJ seru-JJ ',LENOVO,UNCATEGORIZED
'tahan-JJ ',LENOVO,UNCATEGORIZED
'tangguh-JJ gf-FW a-FW ',LENOVO,UNCATEGORIZED
'nih-JJ keren-JJ rgb-NNP penasaran-JJ yu-NNP ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'bagus-IN ',LENOVO,UNCATEGORIZED
'samalenovo-JJ bagus-IN ',LENOVO,UNCATEGORIZED
'adik-NNP main-VBI utube-JJ ',LENOVO,UNCATEGORIZED
'complain-FW bekasi-VBI r-FW complain-FW nanti-NNG ',LENOVO,UNCATEGORIZED
'main-VBI dapat-MD ideapad-NNP yoga-NNP keren-JJ ',LENOVO,UNCATEGORIZED
'mewah-JJ ccok-NNP bagus-IN ',LENOVO,UNCATEGORIZED
'suka-VBI ',LENOVO,UNCATEGORIZED
'cakap-JJ percaya-JJ yes-FW ',LENOVO,UNCATEGORIZED
'saji-RB mantap-JJ elegan-JJ yoga-NNP ',LENOVO,UNCATEGORIZED
'saji-RB mantap-JJ elegan-JJ yoga-NNP ',LENOVO,UNCATEGORIZED
'bagus-NN tidak-NEG bagus-IN ',LENOVO,UNCATEGORIZED
'suka-VBI bagi-IN jawab-VBI ',LENOVO,UNCATEGORIZED
'juta-CDP luncur-JJ keren-JJ ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'beli-VBT ',LENOVO,UNCATEGORIZED
'masuk-VBT bagus-IN ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'saji-RB mantap-JJ elegan-JJ yoga-NNP ',LENOVO,UNCATEGORIZED
'mantap-JJ tulis-VBT ',LENOVO,UNCATEGORIZED
'suka-VBI smartphone-IN cocok-JJ kamu-PRP ',LENOVO,UNCATEGORIZED
'luar-JJ baru-JJ keren-JJ ',LENOVO,UNCATEGORIZED
'guna-SC nya-JJ suka-VBI hilang-VBI ',LENOVO,UNCATEGORIZED
'suka-VBI lemah-JJ nya-JJ hapus-VBI nya-JJ nya-JJ ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'saji-RB mantap-JJ elegan-JJ yoga-NNP ',LENOVO,UNCATEGORIZED
'juta-CDP milik-VBT keren-JJ ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'murah-JJ jugak-RB ',LENOVO,UNCATEGORIZED
'',LENOVO,UNCATEGORIZED
'laku-JJ hilang-VBI ',LENOVO,UNCATEGORIZED
'manja-JJ suka-VBI cepet-JJ iya-NNP ',LENOVO,UNCATEGORIZED
'mantap-JJ ',LENOVO,UNCATEGORIZED
'keren-JJ murah-JJ tidak-NEG ',LENOVO,UNCATEGORIZED
'mantap-JJ ikut-VBI menangin-VBT ideapad-NNP yjooi-FW ',LENOVO,UNCATEGORIZED
'iphne-NNP bli-NNP bli-NNP scond-IN but-VBT ',LENOVO,UNCATEGORIZED
'manja-JJ guna-SC dengan-IN ',LENOVO,UNCATEGORIZED
'mtcen-NNP in-FW engpilihan-RB jatuh-VBI ',LENOVO,UNCATEGORIZED
'serius-JJ suka-VBI but-VBT dius-VBT ',VIVO,UNCATEGORIZED
'bagus-IN sih-PRL tidak-NEG cm-NNP mentok-VBT ',VIVO,UNCATEGORIZED
'tidak-NEG main-VBI bagus-NN ',VIVO,UNCATEGORIZED
'suka-VBI ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'keren-JJ milik-VBT inci-NNP ',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
'murah-JJ murah-JJ hm-NNP tak-NEG jugak-RB makan-VBT ',VIVO,UNCATEGORIZED
'guna-SC keren-JJ ',VIVO,UNCATEGORIZED
'main-VBI bagus-NN tidak-NEG tidak-NEG keras-JJ at-IN samarinda-JJ ',VIVO,UNCATEGORIZED
'bagus-IN ',VIVO,UNCATEGORIZED
'keren-JJ ',VIVO,UNCATEGORIZED
'',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
'suka-VBI tantang-VBT ',VIVO,UNCATEGORIZED
